iteration,x_1,x_2,x_3,y_1,y_2,norm_d,distance_PS,difference,cos,alpha_1,alpha_2,is_start_hitting,is_stop_hitting
0,4.146807670593262,4.245011806488037,2.6485912799835205,2.0339794158935547,1.1635713577270508,2.225215435028076,2.225215435028076,0.0,1.0,0.49495283,0.50504714,False,False
1,4.146121501922607,4.244999408721924,2.650707960128784,2.0290069580078125,1.1586277484893799,2.230816125869751,2.230816125869751,0.0,1.0000001192092896,0.49315012,0.5068499,False,False
2,4.145438194274902,4.2449951171875,2.652831554412842,2.024010181427002,1.1536591053009033,2.236279010772705,2.236279010772705,0.0,1.0000001192092896,0.49133065,0.5086693,False,False
3,4.1447577476501465,4.244998931884766,2.6549618244171143,2.0189881324768066,1.148666262626648,2.241603374481201,2.241603374481201,0.0,1.0000001192092896,0.48949412,0.5105059,False,False
4,4.144080638885498,4.245010852813721,2.6570987701416016,2.013942241668701,1.1436505317687988,2.2467856407165527,2.2467856407165527,0.0,1.0000001192092896,0.48764133,0.51235867,False,False
5,4.143406867980957,4.245030879974365,2.6592421531677246,2.008873224258423,1.13861083984375,2.251823902130127,2.251823902130127,0.0,0.9999998807907104,0.48577264,0.51422733,False,False
6,4.142736434936523,4.245059490203857,2.6613917350769043,2.003781795501709,1.1335484981536865,2.2567169666290283,2.2567169666290283,2.6656007889869215e-07,1.0,0.48388883,0.5161112,False,False
7,4.142069339752197,4.245096683502197,2.6635472774505615,1.99866783618927,1.1284650564193726,2.261460781097412,2.261460781097412,0.0,1.0000001192092896,0.48198998,0.51801,False,False
8,4.141406059265137,4.245142459869385,2.6657087802886963,1.9935328960418701,1.1233594417572021,2.266055107116699,2.266055107116699,0.0,1.0,0.4800769,0.5199231,False,False
9,4.140746116638184,4.245197296142578,2.6678760051727295,1.9883772134780884,1.1182334423065186,2.270498037338257,2.270498037338257,0.0,0.9999998807907104,0.47815022,0.52184975,False,False
10,4.140089988708496,4.245260715484619,2.670048713684082,1.9832005500793457,1.113088846206665,2.2747867107391357,2.2747867107391357,0.0,1.0000001192092896,0.47621015,0.5237898,False,False
11,4.139437675476074,4.245333194732666,2.672226667404175,1.9780042171478271,1.1079246997833252,2.2789204120635986,2.2789204120635986,0.0,1.0000001192092896,0.47425723,0.52574277,False,False
12,4.138789176940918,4.245415210723877,2.674409866333008,1.9727904796600342,1.1027405261993408,2.2828965187072754,2.2828965187072754,0.0,0.9999998807907104,0.47229293,0.52770704,False,False
13,4.138144493103027,4.245506286621094,2.676597833633423,1.9675588607788086,1.0975395441055298,2.286714792251587,2.286714792251587,0.0,1.0,0.47031757,0.5296824,False,False
14,4.137503623962402,4.245606899261475,2.67879056930542,1.962308645248413,1.0923207998275757,2.2903735637664795,2.2903735637664795,0.0,1.0,0.4683311,0.5316689,False,False
15,4.136866569519043,4.2457170486450195,2.68098783493042,1.9570422172546387,1.0870858430862427,2.2938714027404785,2.2938714027404785,0.0,0.9999998807907104,0.46633503,0.53366494,False,False
16,4.136233806610107,4.2458367347717285,2.6831893920898438,1.9517590999603271,1.0818357467651367,2.2972068786621094,2.2972068786621094,0.0,1.0,0.46432966,0.53567034,False,False
17,4.135605335235596,4.245965957641602,2.6853950023651123,1.9464616775512695,1.076569676399231,2.3003783226013184,2.3003783226013184,0.0,1.0,0.462316,0.53768396,False,False
18,4.13498067855835,4.246105194091797,2.6876046657562256,1.941147804260254,1.0712900161743164,2.303386688232422,2.303386688232422,0.0,1.000000238418579,0.46029428,0.53970575,False,False
19,4.134360313415527,4.2462544441223145,2.6898179054260254,1.9358221292495728,1.065995693206787,2.306229591369629,2.306229591369629,0.0,0.9999998807907104,0.45826617,0.54173386,False,False
20,4.133744239807129,4.246413707733154,2.6920347213745117,1.9304823875427246,1.0606889724731445,2.3089072704315186,2.3089072704315186,0.0,0.9999998807907104,0.45623192,0.54376805,False,False
21,4.133132457733154,4.246582984924316,2.6942546367645264,1.9251301288604736,1.0553703308105469,2.311417818069458,2.311417818069458,0.0,1.0000001192092896,0.4541922,0.5458078,False,False
22,4.1325249671936035,4.246762752532959,2.6964776515960693,1.919767141342163,1.0500390529632568,2.313762664794922,2.313762664794922,0.0,1.0,0.45214862,0.5478514,False,False
23,4.131921768188477,4.246952533721924,2.6987032890319824,1.9143919944763184,1.0446984767913818,2.3159401416778564,2.3159401416778564,0.0,1.0,0.45010096,0.54989904,False,False
24,4.131323337554932,4.247152805328369,2.7009315490722656,1.9090070724487305,1.0393486022949219,2.3179502487182617,2.3179502487182617,0.0,0.9999999403953552,0.44805074,0.55194926,False,False
25,4.1307291984558105,4.247363567352295,2.70316219329834,1.903613567352295,1.033987283706665,2.3197929859161377,2.3197929859161377,0.0,1.0,0.4459989,0.5540011,False,False
26,4.130139350891113,4.247585296630859,2.705394744873047,1.89821195602417,1.0286191701889038,2.3214690685272217,2.3214690685272217,4.805480102731963e-07,1.0,0.44394663,0.5560534,False,False
27,4.129554271697998,4.247817516326904,2.7076292037963867,1.8928029537200928,1.0232423543930054,2.3229775428771973,2.3229775428771973,0.0,1.0000001192092896,0.4418944,0.5581056,False,False
28,4.128973484039307,4.24806022644043,2.7098653316497803,1.887385368347168,1.017859935760498,2.3243205547332764,2.3243205547332764,0.0,1.0000001192092896,0.43984282,0.5601572,False,False
29,4.128397464752197,4.248313903808594,2.7121026515960693,1.8819633722305298,1.0124714374542236,2.325496196746826,2.325496196746826,0.0,1.0,0.43779355,0.56220645,False,False
30,4.127825736999512,4.2485785484313965,2.714341163635254,1.8765349388122559,1.0070772171020508,2.326508045196533,2.326508045196533,0.0,1.0000001192092896,0.4357471,0.5642529,False,False
31,4.127258777618408,4.248854160308838,2.716580629348755,1.8711029291152954,1.0016770362854004,2.3273544311523438,2.3273544311523438,0.0,1.0,0.43370453,0.5662955,False,False
32,4.1266961097717285,4.249140739440918,2.718820810317993,1.8656659126281738,0.9962747097015381,2.328038215637207,2.328038215637207,0.0,1.0,0.4316665,0.5683335,False,False
33,4.126138210296631,4.249438285827637,2.7210612297058105,1.8602259159088135,0.9908688068389893,2.3285584449768066,2.3285584449768066,0.0,1.0000001192092896,0.42963424,0.5703657,False,False
34,4.125584602355957,4.249746799468994,2.723301887512207,1.8547842502593994,0.9854607582092285,2.328918218612671,2.328918218612671,0.0,1.0,0.4276089,0.5723911,False,False
35,4.125035762786865,4.250066757202148,2.7255425453186035,1.8493411540985107,0.980050802230835,2.329118251800537,2.329118251800537,0.0,0.9999998211860657,0.4255912,0.57440877,False,False
36,4.124491214752197,4.250397682189941,2.727782726287842,1.8438963890075684,0.9746416211128235,2.32915997505188,2.32915997505188,0.0,0.9999999403953552,0.42358193,0.57641804,False,False
37,4.123951435089111,4.250740051269531,2.730022430419922,1.8384525775909424,0.9692306518554688,2.329044818878174,2.329044818878174,0.0,1.0,0.42158246,0.57841754,False,False
38,4.123415946960449,4.25109338760376,2.7322614192962646,1.8330076932907104,0.9638210535049438,2.3287746906280518,2.3287746906280518,0.0,0.9999999403953552,0.4195928,0.5804072,False,False
39,4.122885227203369,4.251458168029785,2.734499216079712,1.8275644779205322,0.9584132432937622,2.3283512592315674,2.3283512592315674,0.0,1.0000001192092896,0.4176147,0.5823853,False,False
40,4.122358798980713,4.251834392547607,2.7367358207702637,1.822124719619751,0.9530063271522522,2.327777862548828,2.327777862548828,0.0,1.0,0.41564932,0.58435065,False,False
41,4.1218366622924805,4.252222061157227,2.738970994949341,1.8166871070861816,0.9476024508476257,2.3270556926727295,2.3270556926727295,0.0,0.9999999403953552,0.413697,0.586303,False,False
42,4.121318817138672,4.252621173858643,2.7412045001983643,1.8112523555755615,0.9422028660774231,2.3261868953704834,2.3261868953704834,0.0,1.0000001192092896,0.41175863,0.5882414,False,False
43,4.120805263519287,4.2530317306518555,2.743435859680176,1.8058230876922607,0.9368058443069458,2.325174570083618,2.325174570083618,0.0,0.9999999403953552,0.4098356,0.5901644,False,False
44,4.120296001434326,4.253453254699707,2.7456650733947754,1.80039644241333,0.9314160943031311,2.3240203857421875,2.3240203857421875,0.0,1.0,0.40792772,0.59207225,False,False
45,4.119791030883789,4.2538862228393555,2.747891902923584,1.7949755191802979,0.9260303974151611,2.322728157043457,2.322728157043457,5.127385520609096e-07,1.0,0.40603665,0.5939634,False,False
46,4.119290351867676,4.254330635070801,2.7501161098480225,1.7895615100860596,0.9206509590148926,2.321298360824585,2.321298360824585,0.0,1.0000001192092896,0.4041632,0.59583676,False,False
47,4.118793964385986,4.254786491394043,2.7523374557495117,1.784153699874878,0.9152780771255493,2.3197357654571533,2.3197357654571533,0.0,1.0000001192092896,0.40230796,0.5976921,False,False
48,4.118301868438721,4.255253791809082,2.7545557022094727,1.7787551879882812,0.9099120497703552,2.3180432319641113,2.3180432319641113,0.0,0.9999999403953552,0.4004724,0.5995276,False,False
49,4.117813587188721,4.255732536315918,2.756770610809326,1.7733633518218994,0.9045548439025879,2.3162243366241455,2.3162243366241455,0.0,0.9999999403953552,0.39865643,0.6013436,False,False
50,4.117329120635986,4.256222724914551,2.758981943130493,1.767979621887207,0.8992053270339966,2.314281702041626,2.314281702041626,2.528810796320613e-07,0.9999999403953552,0.39686093,0.6031391,False,False
51,4.116848945617676,4.2567243576049805,2.7611894607543945,1.7626070976257324,0.893865168094635,2.3122169971466064,2.3122169971466064,0.0,1.0000001192092896,0.39508724,0.60491276,False,False
