iteration,x_1,x_2,x_3,y_1,y_2,norm_d,distance_PS,difference,cos,alpha_1,alpha_2,is_start_hitting,is_stop_hitting
0,4.146807670593262,4.245011806488037,2.6485912799835205,2.0339794158935547,1.1635713577270508,1.4142136573791504,2.225215435028076,0.0,1.0,0.31563178,0.3199011,False,False
1,4.146367073059082,4.244998931884766,2.649935007095337,2.03080153465271,1.1604491472244263,1.4142134189605713,2.2287981510162354,0.0,1.0,0.31464157,0.319866,False,False
2,4.145927429199219,4.244988441467285,2.6512789726257324,2.027616500854492,1.1573256254196167,1.4142135381698608,2.2323200702667236,0.0,1.0,0.31366193,0.3198401,False,False
3,4.145488262176514,4.2449798583984375,2.652623414993286,2.0244181156158447,1.1542030572891235,1.4142135381698608,2.2357845306396484,0.0,1.0,0.31269148,0.3198237,False,False
4,4.145050048828125,4.244973659515381,2.653968095779419,2.021212577819824,1.1510794162750244,1.4142135381698608,2.239187717437744,0.0,1.0000001192092896,0.31173143,0.3198164,False,False
5,4.144612789154053,4.244969367980957,2.655313014984131,2.017995595932007,1.1479558944702148,1.4142134189605713,2.2425320148468018,0.0,1.0000001192092896,0.3107807,0.31981844,False,False
6,4.144176483154297,4.244967460632324,2.656658172607422,2.0147705078125,1.1448320150375366,1.4142135381698608,2.245814561843872,0.0,1.0,0.3098401,0.31982964,False,False
7,4.143741130828857,4.244967460632324,2.658003568649292,2.011535406112671,1.1417088508605957,1.4142136573791504,2.2490367889404297,0.0,1.0,0.308909,0.3198501,False,False
8,4.143306255340576,4.244969844818115,2.659349203109741,2.008288860321045,1.1385865211486816,1.4142136573791504,2.2521989345550537,0.0,1.0,0.3079871,0.3198797,False,False
9,4.142872333526611,4.244974136352539,2.6606953144073486,2.0050337314605713,1.135464072227478,1.4142136573791504,2.255300283432007,0.0,1.0,0.30707482,0.3199184,False,False
10,4.142439365386963,4.244980812072754,2.662041664123535,2.001769781112671,1.1323411464691162,1.4142136573791504,2.2583401203155518,0.0,1.0,0.306172,0.31996608,False,False
11,4.142007350921631,4.244989395141602,2.663388252258301,1.998495101928711,1.1292190551757812,1.4142134189605713,2.261319637298584,0.0,0.9999999403953552,0.3052783,0.32002273,False,False
12,4.141575813293457,4.24500036239624,2.6647350788116455,1.9952113628387451,1.1260974407196045,1.4142135381698608,2.2642369270324707,0.0,1.0000001192092896,0.30439392,0.32008848,False,False
13,4.1411452293396,4.245013236999512,2.6660821437835693,1.9919168949127197,1.12297785282135,1.4142136573791504,2.2670931816101074,0.0,1.0,0.30351856,0.32016328,False,False
14,4.140715599060059,4.245028495788574,2.6674294471740723,1.988614797592163,1.1198567152023315,1.4142135381698608,2.2698872089385986,0.0,1.0000001192092896,0.30265248,0.32024685,False,False
15,4.140286445617676,4.245046138763428,2.6687769889831543,1.9853019714355469,1.1167376041412354,1.4142134189605713,2.2726197242736816,0.0,1.0000001192092896,0.3017953,0.3203393,False,False
16,4.139858245849609,4.245065689086914,2.6701247692108154,1.9819800853729248,1.1136195659637451,1.4142136573791504,2.27528977394104,0.0,1.0,0.3009472,0.32044077,False,False
17,4.139430999755859,4.245087623596191,2.6714725494384766,1.9786492586135864,1.11050283908844,1.4142136573791504,2.277897357940674,0.0,1.0,0.300108,0.32055095,False,False
18,4.139004230499268,4.24511194229126,2.672820568084717,1.975310206413269,1.1073873043060303,1.4142135381698608,2.280442237854004,0.0,1.0,0.29927787,0.32066983,False,False
19,4.138578414916992,4.245138168334961,2.674168825149536,1.9719606637954712,1.1042723655700684,1.4142135381698608,2.2829253673553467,0.0,0.9999999403953552,0.29845622,0.32079753,False,False
20,4.138153076171875,4.245166778564453,2.6755173206329346,1.9686014652252197,1.1011594533920288,1.4142136573791504,2.285346031188965,0.0,1.0,0.29764327,0.32093403,False,False
21,4.137728691101074,4.245197772979736,2.676866054534912,1.9652338027954102,1.0980470180511475,1.4142136573791504,2.287703514099121,0.0,1.0,0.2968391,0.32107916,False,False
22,4.13730525970459,4.245230674743652,2.6782150268554688,1.9618573188781738,1.0949358940124512,1.4142136573791504,2.2899982929229736,0.0,1.0,0.2960435,0.32123303,False,False
23,4.136882305145264,4.245265960693359,2.6795639991760254,1.9584715366363525,1.0918281078338623,1.4142136573791504,2.292229413986206,0.0,1.0,0.29525653,0.32139555,False,False
24,4.136460304260254,4.245303630828857,2.680913209915161,1.9550760984420776,1.0887205600738525,1.4142135381698608,2.294398784637451,0.0,1.0,0.29447782,0.32156667,False,False
25,4.136038780212402,4.2453436851501465,2.682262659072876,1.9516727924346924,1.0856144428253174,1.4142135381698608,2.296503782272339,0.0,1.0,0.29370776,0.32174638,False,False
26,4.135618209838867,4.245386123657227,2.683612108230591,1.9482605457305908,1.0825096368789673,1.4142135381698608,2.298546314239502,0.0,1.0000001192092896,0.292946,0.32193452,False,False
