iteration,x_1,x_2,x_3,y_1,y_2,norm_d,distance_PS,difference,cos,alpha_1,alpha_2,is_start_hitting,is_stop_hitting
0,1.8349928855895996,3.9475293159484863,2.2876858711242676,0.12610489130020142,2.4737000465393066,2.815369512602821,2.570533275604248,8.519890397624943e-07,1.0000001029103893,0.5000000844837894,0.5000002000251885,False,False
1,1.8328502178192139,3.9457221031188965,2.2879483699798584,0.11518120765686035,2.468749761581421,2.823195682177854,2.584552049636841,5.22793785528908e-07,0.9999999573261342,0.5000000725197039,0.5000001614292937,False,False
2,1.830703616142273,3.9439074993133545,2.288212537765503,0.10425466299057007,2.4637129306793213,2.8309399356246563,2.598519802093506,4.687194043618681e-07,1.0000000501951825,0.5000000630024413,0.5000001331503703,False,False
3,1.8285531997680664,3.9420857429504395,2.2884786128997803,0.09332782030105591,2.458589792251587,2.838599555154742,2.6124284267425537,3.9440139847890377e-07,0.9999999405980998,0.5000000552001183,0.5000001115009196,False,False
4,1.8263990879058838,3.9402565956115723,2.2887465953826904,0.08240026235580444,2.4533801078796387,2.846174867330176,2.6262753009796143,4.87614477177157e-07,0.9999999649932337,0.5000000486537218,0.5000000943803118,False,False
5,1.824241280555725,3.938420295715332,2.2890162467956543,0.07147425413131714,2.4480836391448975,2.8536633162212097,2.6400530338287354,3.2840806790239496e-07,0.999999966715958,0.5000000430679719,0.5000000805253046,False,False
6,1.8220800161361694,3.9365768432617188,2.289287805557251,0.0605505108833313,2.442700147628784,2.86106380105328,2.653756856918335,3.2118701365397127e-07,1.0000000425017825,0.5000000382426525,0.500000069123398,False,False
7,1.8199152946472168,3.9347262382507324,2.2895612716674805,0.04962891340255737,2.4372286796569824,2.8683767218751606,2.6673827171325684,3.312230801815743e-07,0.9999998810120159,0.5000000340358698,0.5000000596221644,False,False
8,1.8177472352981567,3.932868480682373,2.2898366451263428,0.0387115478515625,2.4316697120666504,2.875599424245809,2.680922746658325,2.402530497785845e-07,0.999999907522684,0.5000000303452528,0.5000000516327304,False,False
9,1.8155759572982788,3.9310035705566406,2.290113925933838,0.02779996395111084,2.426023244857788,2.8827307945276393,2.6943719387054443,1.7312457490828523e-07,0.9999999504822812,0.500000026097264,0.5000000437777243,False,False
10,1.813401460647583,3.9291317462921143,2.290393114089966,0.016894400119781494,2.420288562774658,2.8897698432342827,2.7077243328094482,1.1979986664322599e-07,0.9999999894970902,0.5000000216470166,0.5000000363033945,False,False
11,1.8112239837646484,3.927252769470215,2.2906742095947266,0.005995213985443115,2.41446590423584,2.896716330202519,2.7209744453430176,2.217864704455312e-07,0.9999999408512215,0.5000000168013561,0.5000000290637672,False,False
12,1.809043526649475,3.9253668785095215,2.29095721244812,-0.00489497184753418,2.4085545539855957,2.903567823470488,2.7341151237487793,7.871776856696036e-08,0.9999999979131053,0.500000012160098,0.5000000224756794,False,False
13,1.8068602085113525,3.923474073410034,2.2912423610687256,-0.015777111053466797,2.4025540351867676,2.9103244968360538,2.747141122817993,6.129115619557019e-08,1.0000000788225212,0.5000000079831453,0.5000000166845865,False,False
