iteration,x_1,x_2,x_3,y_1,y_2,norm_d,distance_PS,difference,cos,alpha_1,alpha_2,is_start_hitting,is_stop_hitting
0,1.8349928855895996,3.9475293159484863,2.2876858711242676,0.12610489130020142,2.4737000465393066,2.6375303268432617,2.570533275604248,0.0,1.0000001192092896,0.2110908,0.32509774,False,False
1,1.8329747915267944,3.9459967613220215,2.288417339324951,0.11728036403656006,2.467932939529419,2.6506357192993164,2.5847084522247314,0.0,1.0000001192092896,0.21099028,0.3225472,False,False
2,1.8309481143951416,3.9444515705108643,2.2891459465026855,0.10840630531311035,2.4620909690856934,2.663644552230835,2.598832368850708,0.0,1.0000001192092896,0.21090537,0.3200264,False,False
3,1.8289129734039307,3.9428937435150146,2.2898714542388916,0.09948676824569702,2.4561750888824463,2.676548480987549,2.6128957271575928,0.0,1.0000001192092896,0.21083628,0.31753582,False,False
4,1.8268694877624512,3.9413232803344727,2.2905941009521484,0.09051960706710815,2.450183391571045,2.689347505569458,2.6268985271453857,0.0,1.0000001192092896,0.21078292,0.3150745,False,False
5,1.8248178958892822,3.9397404193878174,2.291313648223877,0.08150988817214966,2.4441163539886475,2.702033519744873,2.6408307552337646,0.0,1.0000001192092896,0.2107455,0.31264314,False,False
6,1.8227583169937134,3.9381449222564697,2.292030096054077,0.07245510816574097,2.4379730224609375,2.714604377746582,2.6546902656555176,0.0,0.9999998807907104,0.21072398,0.31024092,False,False
7,1.8206907510757446,3.9365367889404297,2.29274320602417,0.06335800886154175,2.4317538738250732,2.727055311203003,2.6684701442718506,0.0,1.0000001192092896,0.21071844,0.3078679,False,False
8,1.8186155557632446,3.9349162578582764,2.2934529781341553,0.054218590259552,2.4254584312438965,2.7393815517425537,2.6821649074554443,0.0,0.9999998807907104,0.21072888,0.30552402,False,False
9,1.8165327310562134,3.9332830905914307,2.294159412384033,0.04503875970840454,2.41908597946167,2.7515788078308105,2.6957685947418213,0.0,1.0000001192092896,0.21075544,0.30320898,False,False
10,1.81444251537323,3.9316375255584717,2.2948622703552246,0.03581959009170532,2.4126367568969727,2.7636427879333496,2.709275722503662,0.0,1.0000001192092896,0.21079817,0.30092263,False,False
11,1.8123451471328735,3.9299793243408203,2.2955617904663086,0.02656245231628418,2.406109571456909,2.7755701541900635,2.7226805686950684,0.0,1.0000001192092896,0.21085715,0.29866472,False,False
12,1.810240626335144,3.9283087253570557,2.296257495880127,0.017267823219299316,2.399505615234375,2.7873542308807373,2.7359747886657715,0.0,1.0,0.21093242,0.29643533,False,False
13,1.8081293106079102,3.9266257286071777,2.296949625015259,0.007937848567962646,2.3928239345550537,2.798992156982422,2.7491543292999268,0.0,1.0000001192092896,0.21102406,0.29423407,False,False
